Year,Month,Survey,Site,Block,Plot,Total_Ticks,Dermacentor_occidentalis,Ixodes_pacificus,Dermacentor_variabilis,Unknown
2017,April,1,Mesic,1,Partial,2,1,0,0,0
2017,April,1,Mesic,1,Open,2,2,0,0,0
2017,April,1,Mesic,2,Total,3,3,0,0,0
2017,April,1,Mesic,2,Partial,4,2,2,0,0
2017,April,1,Mesic,2,Open,1,1,0,0,0
2017,April,1,Mesic,3,Total,3,3,0,0,0
2017,April,1,Mesic,3,Partial,2,1,1,0,0
2017,April,1,Mesic,3,Open,1,1,0,0,0
2017,April,2,Arid,1,Open,0,0,0,0,0
2017,April,2,Arid,1,Partial,2,1,1,0,0
2017,April,2,Arid,1,Total,4,4,0,0,0
2017,April,2,Arid,2,Open,0,0,0,0,0
2017,April,2,Arid,2,Partial,3,3,0,0,0
2017,April,2,Arid,2,Total,2,2,0,0,0
2017,April,2,Arid,3,Open,0,0,0,0,0
2017,April,2,Arid,3,Partial,2,1,1,0,0
2017,April,2,Arid,3,Total,2,2,0,0,0
2017,April,2,Intermediate,2,Open,6,6,0,0,0
2017,April,2,Intermediate,2,Partial,2,2,0,0,0
2017,April,2,Intermediate,2,Total,13,10,3,0,0
2017,April,2,Intermediate,3,Open,6,4,2,0,0
2017,April,2,Intermediate,3,Partial,12,10,1,1,0
2017,April,2,Intermediate,3,Total,22,22,0,0,0
2017,April,2,Intermediate,1,Open,0,0,0,0,0
2017,April,2,Intermediate,1,Partial,2,2,0,0,0
2017,April,2,Intermediate,1,Total,0,0,0,0,0
2017,April,2,Mesic,1,Open,2,2,0,0,0
2017,April,2,Mesic,1,Partial,4,2,2,0,0
2017,April,2,Mesic,1,Total,6,6,0,0,0
2017,April,2,Mesic,2,Open,1,1,0,0,0
2017,April,2,Mesic,2,Partial,3,3,0,0,0
2017,April,2,Mesic,2,Total,7,7,0,0,0
2017,April,2,Mesic,3,Open,2,1,1,0,0
2017,April,2,Mesic,3,Partial,6,6,0,0,0
2017,April,2,Mesic,3,Total,8,5,2,1,0
2017,April,3,Arid,1,Open,0,0,0,0,0
2017,April,3,Arid,1,Partial,1,1,0,0,0
2017,April,3,Arid,1,Total,0,0,0,0,0
2017,April,3,Arid,2,Open,0,0,0,0,0
2017,April,3,Arid,2,Partial,0,0,0,0,0
2017,April,3,Arid,2,Total,0,0,0,0,0
2017,April,3,Arid,3,Open,0,0,0,0,0
2017,April,3,Arid,3,Partial,3,3,0,0,0
2017,April,3,Arid,3,Total,1,1,0,0,0
2017,April,3,Intermediate,2,Open,3,3,0,0,0
2017,April,3,Intermediate,2,Partial,9,9,0,0,0
2017,April,3,Intermediate,2,Total,11,10,1,0,0
2017,April,3,Intermediate,3,Open,7,5,0,2,0
2017,April,3,Intermediate,3,Partial,12,12,0,0,0
2017,April,3,Intermediate,3,Total,19,15,4,0,0
2017,April,3,Intermediate,1,Open,1,1,0,0,0
2017,April,3,Intermediate,1,Partial,5,5,0,0,0
2017,April,3,Intermediate,1,Total,8,8,0,0,0
2017,April,3,Mesic,2,Open,4,4,0,0,0
2017,April,3,Mesic,2,Partial,2,1,1,0,0
2017,April,3,Mesic,2,Total,4,4,0,0,0
2017,April,3,Mesic,3,Open,1,1,0,0,0
2017,April,3,Mesic,3,Partial,6,5,1,0,0
2017,April,3,Mesic,3,Total,12,10,2,0,0
2017,April,3,Mesic,1,Open,1,1,0,0,0
2017,April,3,Mesic,1,Partial,3,3,0,0,0
2017,April,3,Mesic,1,Total,5,5,0,0,0
2017,May,1,Mesic,1,Open,1,1,0,0,0
2017,May,1,Mesic,1,Partial,6,6,0,0,0
2017,May,1,Mesic,1,Total,11,11,0,0,0
2017,May,1,Mesic,2,Open,4,2,2,0,0
2017,May,1,Mesic,2,Partial,2,2,0,0,0
2017,May,1,Mesic,2,Total,4,4,0,0,0
2017,May,1,Mesic,3,Open,2,2,0,0,0
2017,May,1,Mesic,3,Partial,10,10,0,0,0
2017,May,1,Mesic,3,Total,12,12,0,0,0
2017,May,1,Arid,1,Open,0,0,0,0,0
2017,May,1,Arid,1,Partial,1,1,0,0,0
2017,May,1,Arid,1,Total,2,2,0,0,0
2017,May,1,Arid,2,Open,1,1,0,0,0
2017,May,1,Arid,2,Partial,3,3,0,0,0
2017,May,1,Arid,2,Total,2,2,0,0,0
2017,May,1,Arid,3,Open,0,0,0,0,0
2017,May,1,Arid,3,Partial,3,3,0,0,0
2017,May,1,Arid,3,Total,4,4,0,0,0
2017,May,1,Intermediate,1,Open,1,1,0,0,0
2017,May,1,Intermediate,1,Partial,1,1,0,0,0
2017,May,1,Intermediate,1,Total,3,3,0,0,0
2017,May,1,Intermediate,2,Open,8,8,0,0,0
2017,May,1,Intermediate,2,Partial,3,2,1,0,0
2017,May,1,Intermediate,2,Total,16,14,2,0,0
2017,May,1,Intermediate,3,Open,18,18,0,0,0
2017,May,1,Intermediate,3,Partial,26,25,1,0,0
2017,May,1,Intermediate,3,Total,48,45,0,3,0
2017,May,2,Arid,1,Open,0,0,0,0,0
2017,May,2,Arid,1,Partial,3,3,0,0,0
2017,May,2,Arid,1,Total,3,2,1,0,0
2017,May,2,Arid,2,Open,0,0,0,0,0
2017,May,2,Arid,2,Partial,2,2,0,0,0
2017,May,2,Arid,2,Total,1,1,0,0,0
2017,May,2,Arid,3,Open,0,0,0,0,0
2017,May,2,Arid,3,Partial,0,0,0,0,0
2017,May,2,Arid,3,Total,0,0,0,0,0
2017,May,2,Intermediate,2,Open,6,6,0,0,0
2017,May,2,Intermediate,2,Partial,8,8,0,0,0
2017,May,2,Intermediate,2,Total,7,7,0,0,0
2017,May,2,Intermediate,3,Open,11,11,0,0,0
2017,May,2,Intermediate,3,Partial,23,23,0,0,0
2017,May,2,Intermediate,3,Total,39,39,0,0,0
2017,May,2,Intermediate,1,Open,0,0,0,0,0
2017,May,2,Intermediate,1,Partial,2,2,0,0,0
2017,May,2,Intermediate,1,Total,8,8,0,0,0
2017,May,2,Mesic,1,Open,1,1,0,0,0
2017,May,2,Mesic,1,Partial,4,4,0,0,0
2017,May,2,Mesic,1,Total,5,5,0,0,0
2017,May,2,Mesic,2,Open,6,6,0,0,0
2017,May,2,Mesic,2,Partial,3,3,0,0,0
2017,May,2,Mesic,2,Total,6,6,0,0,0
2017,May,2,Mesic,3,Open,2,2,0,0,0
2017,May,2,Mesic,3,Partial,8,8,0,0,0
2017,May,2,Mesic,3,Total,9,7,2,0,0
2017,June,1,Arid,1,Open,0,0,0,0,0
2017,June,1,Arid,1,Partial,0,0,0,0,0
2017,June,1,Arid,1,Total,0,0,0,0,0
2017,June,1,Arid,2,Open,0,0,0,0,0
2017,June,1,Arid,2,Partial,0,0,0,0,0
2017,June,1,Arid,2,Total,0,0,0,0,0
2017,June,1,Arid,3,Open,0,0,0,0,0
2017,June,1,Arid,3,Partial,0,0,0,0,0
2017,June,1,Arid,3,Total,0,0,0,0,0
2017,June,1,Intermediate,2,Open,1,1,0,0,0
2017,June,1,Intermediate,2,Partial,8,8,0,0,0
2017,June,1,Intermediate,2,Total,11,10,1,0,0
2017,June,1,Intermediate,3,Open,1,1,0,0,0
2017,June,1,Intermediate,3,Partial,10,10,0,0,0
2017,June,1,Intermediate,3,Total,31,21,8,2,0
2017,June,1,Intermediate,1,Open,3,3,0,0,0
2017,June,1,Intermediate,1,Partial,2,2,0,0,0
2017,June,1,Intermediate,1,Total,2,2,0,0,0
2017,June,1,Mesic,1,Open,0,0,0,0,0
2017,June,1,Mesic,1,Partial,2,2,0,0,0
2017,June,1,Mesic,1,Total,4,4,0,0,0
2017,June,1,Mesic,2,Open,3,3,0,0,0
2017,June,1,Mesic,2,Partial,5,5,0,0,0
2017,June,1,Mesic,2,Total,6,6,0,0,0
2017,June,1,Mesic,3,Open,6,6,0,0,0
2017,June,1,Mesic,3,Partial,7,6,0,1,0
2017,June,1,Mesic,3,Total,8,8,0,0,0
2017,July,1,Arid,1,Open,0,0,0,0,0
2017,July,1,Arid,1,Partial,0,0,0,0,0
2017,July,1,Arid,1,Total,0,0,0,0,0
2017,July,1,Arid,2,Open,0,0,0,0,0
2017,July,1,Arid,2,Partial,0,0,0,0,0
2017,July,1,Arid,2,Total,0,0,0,0,0
2017,July,1,Arid,3,Open,0,0,0,0,0
2017,July,1,Arid,3,Partial,0,0,0,0,0
2017,July,1,Arid,3,Total,0,0,0,0,0
2017,July,1,Intermediate,1,Total,2,2,0,0,0
2017,July,1,Intermediate,2,Open,1,1,0,0,0
2017,July,1,Intermediate,2,Partial,4,4,0,0,0
2017,July,1,Intermediate,2,Total,2,1,0,1,0
2017,July,1,Intermediate,3,Open,1,1,0,0,0
2017,July,1,Intermediate,3,Partial,6,6,0,0,0
2017,July,1,Intermediate,3,Total,8,8,0,0,0
2017,July,1,Intermediate,1,Open,0,0,0,0,0
2017,July,1,Intermediate,1,Partial,0,0,0,0,0
2017,July,1,Mesic,1,Open,0,0,0,0,0
2017,July,1,Mesic,1,Partial,6,6,0,0,0
2017,July,1,Mesic,1,Total,4,2,1,1,0
2017,July,1,Mesic,2,Open,2,2,0,0,0
2017,July,1,Mesic,2,Partial,5,5,0,0,0
2017,July,1,Mesic,2,Total,2,2,0,0,0
2017,July,1,Mesic,3,Open,1,1,0,0,0
2017,July,1,Mesic,3,Partial,3,1,2,0,0
2017,July,1,Mesic,3,Total,6,6,0,0,0
2017,August,1,Arid,1,Open,0,0,0,0,0
2017,August,1,Arid,1,Partial,0,0,0,0,0
2017,August,1,Arid,1,Total,0,0,0,0,0
2017,August,1,Arid,2,Open,0,0,0,0,0
2017,August,1,Arid,2,Partial,0,0,0,0,0
2017,August,1,Arid,2,Total,0,0,0,0,0
2017,August,1,Arid,3,Open,0,0,0,0,0
2017,August,1,Arid,3,Partial,0,0,0,0,0
2017,August,1,Arid,3,Total,0,0,0,0,0
2017,August,1,Intermediate,1,Total,0,0,0,0,0
2017,August,1,Intermediate,2,Open,0,0,0,0,0
2017,August,1,Intermediate,2,Partial,0,0,0,0,0
2017,August,1,Intermediate,2,Total,0,0,0,0,0
2017,August,1,Intermediate,3,Open,0,0,0,0,0
2017,August,1,Intermediate,3,Partial,0,0,0,0,0
2017,August,1,Intermediate,3,Total,0,0,0,0,0
2017,August,1,Intermediate,1,Open,0,0,0,0,0
2017,August,1,Intermediate,1,Partial,0,0,0,0,0
2017,August,1,Mesic,1,Open,0,0,0,0,0
2017,August,1,Mesic,1,Partial,0,0,0,0,0
2017,August,1,Mesic,1,Total,0,0,0,0,0
2017,August,1,Mesic,2,Open,0,0,0,0,0
2017,August,1,Mesic,2,Partial,0,0,0,0,0
2017,August,1,Mesic,2,Total,0,0,0,0,0
2017,August,1,Mesic,3,Open,0,0,0,0,0
2017,August,1,Mesic,3,Partial,0,0,0,0,0
2017,August,1,Mesic,3,Total,0,0,0,0,0
2017,September,1,Arid,1,Open,0,0,0,0,0
2017,September,1,Arid,1,Partial,0,0,0,0,0
2017,September,1,Arid,1,Total,0,0,0,0,0
2017,September,1,Arid,2,Open,0,0,0,0,0
2017,September,1,Arid,2,Partial,0,0,0,0,0
2017,September,1,Arid,2,Total,0,0,0,0,0
2017,September,1,Arid,3,Open,0,0,0,0,0
2017,September,1,Arid,3,Partial,0,0,0,0,0
2017,September,1,Arid,3,Total,0,0,0,0,0
2017,September,1,Intermediate,1,Total,0,0,0,0,0
2017,September,1,Intermediate,2,Open,0,0,0,0,0
2017,September,1,Intermediate,2,Partial,0,0,0,0,0
2017,September,1,Intermediate,2,Total,0,0,0,0,0
2017,September,1,Intermediate,3,Open,0,0,0,0,0
2017,September,1,Intermediate,3,Partial,0,0,0,0,0
2017,September,1,Intermediate,3,Total,0,0,0,0,0
2017,September,1,Intermediate,1,Open,0,0,0,0,0
2017,September,1,Intermediate,1,Partial,0,0,0,0,0
2017,September,1,Mesic,1,Open,0,0,0,0,0
2017,September,1,Mesic,1,Partial,0,0,0,0,0
2017,September,1,Mesic,1,Total,0,0,0,0,0
2017,September,1,Mesic,2,Open,0,0,0,0,0
2017,September,1,Mesic,2,Partial,0,0,0,0,0
2017,September,1,Mesic,2,Total,0,0,0,0,0
2017,September,1,Mesic,3,Open,0,0,0,0,0
2017,September,1,Mesic,3,Partial,0,0,0,0,0
2017,September,1,Mesic,3,Total,0,0,0,0,0
2017,October,1,Arid,1,Open,0,0,0,0,0
2017,October,1,Arid,1,Partial,2,1,1,0,0
2017,October,1,Arid,1,Total,3,3,0,0,0
2017,October,1,Arid,2,Open,0,0,0,0,0
2017,October,1,Arid,2,Partial,1,1,0,0,0
2017,October,1,Arid,2,Total,1,1,0,0,0
2017,October,1,Arid,3,Open,0,0,0,0,0
2017,October,1,Arid,3,Partial,1,1,0,0,0
2017,October,1,Arid,3,Total,2,1,1,0,0
2017,October,1,Intermediate,1,Total,5,5,0,0,0
2017,October,1,Intermediate,1,Open,2,2,0,0,0
2017,October,1,Intermediate,1,Partial,12,12,0,0,0
2017,October,1,Intermediate,2,Open,1,0,1,0,0
2017,October,1,Intermediate,2,Partial,2,2,0,0,0
2017,October,1,Intermediate,2,Total,15,14,1,0,0
2017,October,1,Intermediate,3,Open,4,2,2,0,0
2017,October,1,Intermediate,3,Partial,6,6,0,0,0
2017,October,1,Intermediate,3,Total,18,14,4,0,0
2017,October,1,Mesic,1,Open,0,0,0,0,0
2017,October,1,Mesic,1,Partial,4,2,2,0,0
2017,October,1,Mesic,1,Total,5,4,1,0,0
2017,October,1,Mesic,2,Open,1,1,0,0,0
2017,October,1,Mesic,2,Partial,3,2,1,0,0
2017,October,1,Mesic,2,Total,3,3,0,0,0
2017,October,1,Mesic,3,Open,2,0,2,0,0
2017,October,1,Mesic,3,Partial,7,4,3,0,0
2017,October,1,Mesic,3,Total,6,3,3,0,0
2017,November,1,Arid,1,Open,0,0,0,0,0
2017,November,1,Arid,1,Partial,1,1,0,0,0
2017,November,1,Arid,1,Total,2,2,0,0,0
2017,November,1,Arid,2,Open,0,0,0,0,0
2017,November,1,Arid,2,Partial,2,1,1,0,0
2017,November,1,Arid,2,Total,3,3,0,0,0
2017,November,1,Arid,3,Open,0,0,0,0,0
2017,November,1,Arid,3,Partial,3,1,2,0,0
2017,November,1,Arid,3,Total,4,2,2,0,0
2017,November,1,Intermediate,1,Total,4,2,2,0,0
2017,November,1,Intermediate,1,Open,9,8,1,0,0
2017,November,1,Intermediate,1,Partial,2,2,0,0,0
2017,November,1,Intermediate,2,Open,3,3,0,0,0
2017,November,1,Intermediate,2,Partial,9,7,2,0,0
2017,November,1,Intermediate,2,Total,12,9,3,0,0
2017,November,1,Intermediate,3,Open,4,1,3,0,0
2017,November,1,Intermediate,3,Partial,8,7,0,1,0
2017,November,1,Intermediate,3,Total,11,9,2,0,0
2017,November,1,Mesic,1,Open,0,0,0,0,0
2017,November,1,Mesic,1,Partial,3,1,2,0,0
2017,November,1,Mesic,1,Total,4,3,1,0,0
2017,November,1,Mesic,2,Open,0,0,0,0,0
2017,November,1,Mesic,2,Partial,0,0,0,0,0
2017,November,1,Mesic,2,Total,0,0,0,0,0
2017,November,1,Mesic,3,Open,0,0,0,0,0
2017,November,1,Mesic,3,Partial,2,2,0,0,0
2017,November,1,Mesic,3,Total,2,2,0,0,0
2017,December,1,Arid,1,Open,0,0,0,0,0
2017,December,1,Arid,1,Partial,0,0,0,0,0
2017,December,1,Arid,1,Total,0,0,0,0,0
2017,December,1,Arid,2,Open,0,0,0,0,0
2017,December,1,Arid,2,Partial,0,0,0,0,0
2017,December,1,Arid,2,Total,0,0,0,0,0
2017,December,1,Arid,3,Open,0,0,0,0,0
2017,December,1,Arid,3,Partial,0,0,0,0,0
2017,December,1,Arid,3,Total,0,0,0,0,0
2017,December,1,Intermediate,2,Open,0,0,0,0,0
2017,December,1,Intermediate,2,Partial,0,0,0,0,0
2017,December,1,Intermediate,2,Total,0,0,0,0,0
2017,December,1,Intermediate,3,Open,0,0,0,0,0
2017,December,1,Intermediate,3,Partial,0,0,0,0,0
2017,December,1,Intermediate,3,Total,0,0,0,0,0
2017,December,1,Intermediate,1,Open,0,0,0,0,0
2017,December,1,Intermediate,1,Partial,0,0,0,0,0
2017,December,1,Intermediate,1,Total,0,0,0,0,0
2017,December,1,Mesic,1,Open,0,0,0,0,0
2017,December,1,Mesic,1,Partial,0,0,0,0,0
2017,December,1,Mesic,1,Total,0,0,0,0,0
2017,December,1,Mesic,2,Open,0,0,0,0,0
2017,December,1,Mesic,2,Partial,0,0,0,0,0
2017,December,1,Mesic,2,Total,0,0,0,0,0
2017,December,1,Mesic,3,Open,0,0,0,0,0
2017,December,1,Mesic,3,Partial,0,0,0,0,0
2017,December,1,Mesic,3,Total,0,0,0,0,0
2018,January,1,Arid,2,Open,0,0,0,0,
2018,January,1,Arid,2,Partial,0,0,0,0,
2018,January,1,Arid,2,Total,0,0,0,0,
2018,January,1,Arid,1,Open,0,0,0,0,
2018,January,1,Arid,1,Partial,0,0,0,0,
2018,January,1,Arid,1,Total,0,0,0,0,
2018,January,1,Arid,3,Open,0,0,0,0,
2018,January,1,Arid,3,Partial,0,0,0,0,
2018,January,1,Arid,3,Total,0,0,0,0,
2018,January,1,Intermediate,3,Open,0,0,0,0,
2018,January,1,Intermediate,3,Partial,0,0,0,0,
2018,January,1,Intermediate,3,Total,0,0,0,0,
2018,January,1,Intermediate,2,Open,0,0,0,0,
2018,January,1,Intermediate,2,Total,0,0,0,0,
2018,January,1,Intermediate,2,Partial,0,0,0,0,
2018,January,1,Intermediate,1,Total,0,0,0,0,
2018,January,1,Intermediate,1,Open,0,0,0,0,
2018,January,1,Intermediate,1,Partial,0,0,0,0,
2018,January,1,Mesic,1,Total,0,0,0,0,
2018,January,1,Mesic,1,Partial,0,0,0,0,
2018,January,1,Mesic,1,Open,0,0,0,0,
2018,January,1,Mesic,2,Total,0,0,0,0,
2018,January,1,Mesic,2,Partial,0,0,0,0,
2018,January,1,Mesic,2,Open,0,0,0,0,
2018,January,1,Mesic,3,Total,0,0,0,0,
2018,January,1,Mesic,3,Partial,0,0,0,0,
2018,January,1,Mesic,3,Open,0,0,0,0,
2018,February,1,Arid,1,Open,0,0,0,0,
2018,February,1,Arid,1,Partial,0,0,0,0,
2018,February,1,Arid,1,Total,1,0,1,0,
2018,February,1,Arid,2,Open,2,0,2,0,
2018,February,1,Arid,2,Partial,3,2,1,0,
2018,February,1,Arid,2,Total,2,1,1,0,
2018,February,1,Arid,3,Open,0,0,0,0,
2018,February,1,Arid,3,Partial,0,0,0,0,
2018,February,1,Arid,3,Total,0,0,0,0,
2018,February,1,Intermediate,1,Open,2,2,0,0,
2018,February,1,Intermediate,1,Partial,0,0,0,0,
2018,February,1,Intermediate,1,Total,2,1,1,0,
2018,February,1,Intermediate,2,Open,1,1,0,0,
2018,February,1,Intermediate,2,Partial,0,0,0,0,
2018,February,1,Intermediate,2,Total,3,2,1,0,
2018,February,1,Intermediate,3,Open,0,0,0,0,
2018,February,1,Intermediate,3,Partial,5,5,0,0,
