Year,Month,Survey,Site,Block,Plot,Total_Ticks,Dermacentor_occidentalis,Ixodes_pacificus,Dermacentor_variabilis,Unknown
2018,February,1,Intermediate,3,Total,3,3,0,0,
2018,February,1,Mesic,1,Open,0,0,0,0,
2018,February,1,Mesic,1,Partial,0,0,0,0,
2018,February,1,Mesic,1,Total,0,0,0,0,
2018,February,1,Mesic,2,Open,0,0,0,0,
2018,February,1,Mesic,2,Partial,0,0,0,0,
2018,February,1,Mesic,2,Total,0,0,0,0,
2018,February,1,Mesic,3,Open,0,0,0,0,
2018,February,1,Mesic,3,Partial,0,0,0,0,
2018,February,1,Mesic,3,Total,0,0,0,0,
2018,March,1,Arid,1,Open,0,0,0,0,
2018,March,1,Arid,1,Partial,1,0,1,0,
2018,March,1,Arid,1,Total,1,1,0,0,
2018,March,1,Arid,2,Open,0,0,0,0,
2018,March,1,Arid,2,Partial,3,2,1,0,
2018,March,1,Arid,2,Total,4,3,1,0,
2018,March,1,Arid,3,Open,0,0,0,0,
2018,March,1,Arid,3,Partial,2,2,0,0,
2018,March,1,Arid,3,Total,0,0,0,0,
2018,March,1,Intermediate,1,Open,0,0,0,0,
2018,March,1,Intermediate,1,Partial,0,0,0,0,
2018,March,1,Intermediate,1,Total,0,0,0,0,
2018,March,1,Intermediate,2,Open,0,0,0,0,
2018,March,1,Intermediate,2,Partial,1,1,0,0,
2018,March,1,Intermediate,2,Total,4,4,0,0,
2018,March,1,Intermediate,3,Open,5,5,0,0,
2018,March,1,Intermediate,3,Partial,7,7,0,0,
2018,March,1,Intermediate,3,Total,8,7,1,0,
2018,March,1,Mesic,1,Open,1,0,1,0,
2018,March,1,Mesic,1,Partial,2,2,0,0,
2018,March,1,Mesic,1,Total,2,2,0,0,
2018,March,1,Mesic,2,Open,0,0,0,0,
2018,March,1,Mesic,2,Partial,0,0,0,0,
2018,March,1,Mesic,2,Total,0,0,0,0,
2018,March,1,Mesic,3,Open,0,0,0,0,
2018,March,1,Mesic,3,Partial,2,1,1,0,
2018,March,1,Mesic,3,Total,0,0,0,0,
2018,April,1,Arid,1,Open,1,0,0,0,
2018,April,1,Arid,1,Partial,3,3,0,0,
2018,April,1,Arid,1,Total,3,2,0,1,
2018,April,1,Arid,2,Open,1,1,0,0,
2018,April,1,Arid,2,Partial,1,0,1,0,
2018,April,1,Arid,2,Total,4,2,2,0,
2018,April,1,Arid,3,Open,0,0,0,0,
2018,April,1,Arid,3,Partial,3,3,0,0,
2018,April,1,Arid,3,Total,1,1,0,0,
2018,April,1,Intermediate,1,Open,1,1,0,0,
2018,April,1,Intermediate,1,Total,0,0,0,0,
2018,April,1,Intermediate,1,Partial,5,5,0,0,
2018,April,1,Intermediate,2,Open,3,3,0,0,
2018,April,1,Intermediate,2,Partial,9,9,0,0,
2018,April,1,Intermediate,2,Total,11,11,0,0,
2018,April,1,Intermediate,3,Open,0,0,0,0,
2018,April,1,Intermediate,3,Partial,12,11,1,0,
2018,April,1,Intermediate,3,Total,19,18,0,1,
2018,April,1,Mesic,1,Open,1,1,0,0,
2018,April,1,Mesic,1,Partial,3,3,0,0,
2018,April,1,Mesic,1,Total,0,0,0,0,
2018,April,1,Mesic,2,Open,0,0,0,0,
2018,April,1,Mesic,2,Partial,1,1,0,0,
2018,April,1,Mesic,2,Total,1,1,0,0,
2018,April,1,Mesic,3,Open,1,1,0,0,
2018,April,1,Mesic,3,Partial,2,2,0,0,
2018,April,1,Mesic,3,Total,3,3,0,0,
2018,April,2,Arid,1,Open,2,2,0,0,
2018,April,2,Arid,1,Partial,0,0,0,0,
2018,April,2,Arid,1,Total,0,0,0,0,
2018,April,2,Arid,2,Open,0,0,0,0,
2018,April,2,Arid,2,Partial,0,0,0,0,
2018,April,2,Arid,2,Total,0,0,0,0,
2018,April,2,Arid,3,Open,0,0,0,0,
2018,April,2,Arid,3,Partial,0,0,0,0,
2018,April,2,Arid,3,Total,0,0,0,0,
2018,April,2,Intermediate,1,Open,1,1,0,0,
2018,April,2,Intermediate,1,Partial,3,3,0,0,
2018,April,2,Intermediate,1,Total,2,2,0,0,
2018,April,2,Intermediate,2,Open,8,6,2,0,
2018,April,2,Intermediate,2,Partial,4,2,2,0,
2018,April,2,Intermediate,2,Total,15,15,0,0,
2018,April,2,Intermediate,3,Open,8,8,0,0,
2018,April,2,Intermediate,3,Partial,14,13,0,1,
2018,April,2,Intermediate,3,Total,20,17,2,1,
2018,April,2,Mesic,1,Open,2,1,1,0,
2018,April,2,Mesic,1,Partial,3,2,1,0,
2018,April,2,Mesic,1,Total,2,2,0,0,
2018,April,2,Mesic,2,Open,0,0,0,0,
2018,April,2,Mesic,2,Partial,4,3,0,1,
2018,April,2,Mesic,2,Total,5,5,0,0,
2018,April,2,Mesic,3,Open,1,1,0,0,
2018,April,2,Mesic,3,Partial,3,3,0,0,
2018,April,2,Mesic,3,Total,6,6,0,0,
2018,April,3,Arid,1,Open,0,0,0,0,
2018,April,3,Arid,1,Partial,2,1,1,0,
2018,April,3,Arid,1,Total,2,0,2,0,
2018,April,3,Arid,2,Open,0,0,0,0,
2018,April,3,Arid,2,Partial,1,1,0,0,
2018,April,3,Arid,2,Total,1,0,1,0,
2018,April,3,Arid,3,Open,0,1,0,0,
2018,April,3,Arid,3,Partial,1,1,0,0,
2018,April,3,Arid,3,Total,2,1,1,0,
2018,April,3,Intermediate,1,Total,1,1,0,0,
2018,April,3,Intermediate,1,Open,1,1,0,0,
2018,April,3,Intermediate,1,Partial,1,1,0,0,
2018,April,3,Intermediate,2,Open,4,4,0,0,
2018,April,3,Intermediate,2,Total,11,7,2,2,
2018,April,3,Intermediate,2,Partial,0,0,0,0,
2018,April,3,Intermediate,3,Open,3,3,0,0,
2018,April,3,Intermediate,3,Partial,7,7,0,0,
2018,April,3,Intermediate,3,Total,14,13,1,0,
2018,April,3,Mesic,1,Total,3,1,0,2,
2018,April,3,Mesic,1,Partial,4,2,1,1,
2018,April,3,Mesic,1,Open,1,1,0,0,
2018,April,3,Mesic,2,Total,3,3,0,0,
2018,April,3,Mesic,2,Partial,2,2,0,0,
2018,April,3,Mesic,2,Open,0,0,0,0,
2018,April,3,Mesic,3,Total,6,5,1,0,
2018,April,3,Mesic,3,Partial,1,0,1,0,
2018,April,3,Mesic,3,Open,1,1,0,0,
2018,May,1,Mesic,1,Open,0,0,0,0,
2018,May,1,Mesic,1,Partial,5,5,0,0,
2018,May,1,Mesic,1,Total,2,2,0,0,
2018,May,1,Mesic,2,Open,1,1,0,0,
2018,May,1,Mesic,2,Partial,2,1,1,0,
2018,May,1,Mesic,2,Total,1,1,0,0,
2018,May,1,Mesic,3,Open,1,0,1,0,
2018,May,1,Mesic,3,Partial,1,1,0,0,
2018,May,1,Mesic,3,Total,3,3,0,0,
2018,May,1,Intermediate,1,Total,2,1,1,0,
2018,May,1,Intermediate,1,Open,0,0,0,0,
2018,May,1,Intermediate,1,Partial,0,0,0,0,
2018,May,1,Intermediate,2,Open,6,6,0,0,
2018,May,1,Intermediate,2,Partial,1,0,0,1,
2018,May,1,Intermediate,2,Total,11,10,1,0,
2018,May,1,Intermediate,3,Open,3,3,0,0,
2018,May,1,Intermediate,3,Partial,9,8,1,0,
2018,May,1,Intermediate,3,Total,16,16,0,0,
2018,May,1,Arid,1,Open,0,0,0,0,
2018,May,1,Arid,1,Partial,0,0,0,0,
2018,May,1,Arid,1,Total,0,0,0,0,
2018,May,1,Arid,2,Open,0,0,0,0,
2018,May,1,Arid,2,Partial,0,0,0,0,
2018,May,1,Arid,2,Total,0,0,0,0,
2018,May,1,Arid,3,Open,0,0,0,0,
2018,May,1,Arid,3,Partial,0,0,0,0,
2018,May,1,Arid,3,Total,0,0,0,0,
2018,May,2,Mesic,1,Open,1,1,0,0,
2018,May,2,Mesic,1,Partial,4,4,0,0,
2018,May,2,Mesic,1,Total,4,3,1,0,
2018,May,2,Mesic,2,Open,0,0,0,0,
2018,May,2,Mesic,2,Partial,2,2,0,0,
2018,May,2,Mesic,2,Total,0,0,0,0,
2018,May,2,Mesic,3,Open,2,2,0,0,
2018,May,2,Mesic,3,Partial,1,1,0,0,
2018,May,2,Mesic,3,Total,5,5,0,0,
2018,May,2,Intermediate,1,Total,2,2,0,0,
2018,May,2,Intermediate,1,Open,1,1,0,0,
2018,May,2,Intermediate,1,Partial,4,4,0,0,
2018,May,2,Intermediate,2,Open,9,8,1,0,
2018,May,2,Intermediate,2,Partial,0,0,0,0,
2018,May,2,Intermediate,2,Total,14,12,2,0,
2018,May,2,Intermediate,3,Open,7,7,0,0,
2018,May,2,Intermediate,3,Partial,16,14,0,2,
2018,May,2,Intermediate,3,Total,24,23,0,1,
2018,May,2,Arid,1,Open,0,0,0,0,
2018,May,2,Arid,1,Partial,0,0,0,0,
2018,May,2,Arid,1,Total,0,0,0,0,
2018,May,2,Arid,2,Open,0,0,0,0,
2018,May,2,Arid,2,Partial,0,0,0,0,
2018,May,2,Arid,2,Total,0,0,0,0,
2018,May,2,Arid,3,Open,0,0,0,0,
2018,May,2,Arid,3,Partial,0,0,0,0,
2018,May,2,Arid,3,Total,0,0,0,0,
2018,June,1,Arid,1,Open,0,0,0,0,
2018,June,1,Arid,1,Partial,0,0,0,0,
2018,June,1,Arid,1,Total,0,0,0,0,
2018,June,1,Arid,2,Open,0,0,0,0,
2018,June,1,Arid,2,Partial,0,0,0,0,
2018,June,1,Arid,2,Total,0,0,0,0,
2018,June,1,Arid,3,Open,0,0,0,0,
2018,June,1,Arid,3,Partial,0,0,0,0,
2018,June,1,Arid,3,Total,0,0,0,0,
2018,June,1,Intermediate,1,Open,0,0,0,0,
2018,June,1,Intermediate,1,Partial,2,1,0,1,
2018,June,1,Intermediate,1,Total,4,3,0,1,
2018,June,1,Intermediate,2,Open,4,4,0,0,
2018,June,1,Intermediate,2,Partial,1,1,0,0,
2018,June,1,Intermediate,2,Total,8,6,0,2,
2018,June,1,Intermediate,3,Open,8,7,1,0,
2018,June,1,Intermediate,3,Partial,13,10,1,2,
2018,June,1,Intermediate,3,Total,17,14,0,3,
2018,June,1,Mesic,1,Open,0,0,0,0,
2018,June,1,Mesic,1,Partial,2,2,0,0,
2018,June,1,Mesic,1,Total,1,1,0,0,
2018,June,1,Mesic,2,Open,1,1,0,0,
2018,June,1,Mesic,2,Partial,4,4,0,0,
2018,June,1,Mesic,2,Total,6,5,0,1,
2018,June,1,Mesic,3,Open,5,5,0,0,
2018,June,1,Mesic,3,Partial,4,4,0,0,
2018,June,1,Mesic,3,Total,9,9,0,0,
2018,July,1,Arid,1,Open,0,0,0,0,
2018,July,1,Arid,1,Partial,0,0,0,0,
2018,July,1,Arid,1,Total,0,0,0,0,
2018,July,1,Arid,2,Open,0,0,0,0,
2018,July,1,Arid,2,Partial,0,0,0,0,
2018,July,1,Arid,2,Total,0,0,0,0,
2018,July,1,Arid,3,Open,0,0,0,0,
2018,July,1,Arid,3,Partial,0,0,0,0,
2018,July,1,Arid,3,Total,0,0,0,0,
2018,July,1,Intermediate,1,Total,1,1,0,0,
2018,July,1,Intermediate,1,Open,0,0,0,0,
2018,July,1,Intermediate,1,Partial,1,1,0,0,
2018,July,1,Intermediate,2,Open,2,2,0,0,
2018,July,1,Intermediate,2,Partial,0,0,0,0,
2018,July,1,Intermediate,2,Total,2,2,0,0,
2018,July,1,Intermediate,3,Open,2,2,0,0,
2018,July,1,Intermediate,3,Partial,5,4,0,1,
2018,July,1,Intermediate,3,Total,8,6,0,2,
2018,July,1,Mesic,1,Open,0,0,0,0,
2018,July,1,Mesic,1,Partial,1,1,0,0,
2018,July,1,Mesic,1,Total,1,1,0,0,
2018,July,1,Mesic,2,Open,0,0,0,0,
2018,July,1,Mesic,2,Partial,0,0,0,0,
2018,July,1,Mesic,2,Total,0,0,0,0,
2018,July,1,Mesic,3,Open,0,0,0,0,
2018,July,1,Mesic,3,Partial,1,1,0,0,
2018,July,1,Mesic,3,Total,0,0,0,0,
2018,August,1,Intermediate,1,Total,0,0,0,0,
2018,August,1,Intermediate,1,Open,0,0,0,0,
2018,August,1,Intermediate,1,Partial,0,0,0,0,
2018,August,1,Intermediate,2,Open,1,1,0,0,
2018,August,1,Intermediate,2,Partial,0,0,0,0,
2018,August,1,Intermediate,2,Total,0,0,0,0,
2018,August,1,Intermediate,3,Open,1,1,0,0,
2018,August,1,Intermediate,3,Partial,1,1,0,0,
2018,August,1,Intermediate,3,Total,2,2,0,0,
2018,August,1,Mesic,1,Open,0,0,0,0,
2018,August,1,Mesic,1,Partial,0,0,0,0,
2018,August,1,Mesic,1,Total,0,0,0,0,
2018,August,1,Mesic,2,Open,0,0,0,0,
2018,August,1,Mesic,2,Partial,0,0,0,0,
2018,August,1,Mesic,2,Total,0,0,0,0,
2018,August,1,Mesic,3,Open,0,0,0,0,
2018,August,1,Mesic,3,Partial,0,0,0,0,
2018,August,1,Mesic,3,Total,0,0,0,0,
2018,August,1,Arid,1,Open,0,0,0,0,
2018,August,1,Arid,1,Partial,0,0,0,0,
2018,August,1,Arid,1,Total,0,0,0,0,
2018,August,1,Arid,2,Open,0,0,0,0,
2018,August,1,Arid,2,Partial,0,0,0,0,
2018,August,1,Arid,2,Total,0,0,0,0,
2018,August,1,Arid,3,Open,0,0,0,0,
2018,August,1,Arid,3,Partial,0,0,0,0,
2018,August,1,Arid,3,Total,0,0,0,0,
2018,September,1,Mesic,1,Open,0,0,0,0,
2018,September,1,Mesic,1,Partial,0,0,0,0,
2018,September,1,Mesic,1,Total,0,0,0,0,
2018,September,1,Mesic,2,Open,0,0,0,0,
2018,September,1,Mesic,2,Partial,0,0,0,0,
2018,September,1,Mesic,2,Total,0,0,0,0,
2018,September,1,Mesic,3,Open,0,0,0,0,
2018,September,1,Mesic,3,Partial,0,0,0,0,
2018,September,1,Mesic,3,Total,0,0,0,0,
2018,September,1,Intermediate,1,Total,0,0,0,0,
2018,September,1,Intermediate,1,Open,0,0,0,0,
2018,September,1,Intermediate,1,Partial,0,0,0,0,
2018,September,1,Intermediate,2,Open,0,0,0,0,
2018,September,1,Intermediate,2,Partial,0,0,0,0,
2018,September,1,Intermediate,2,Total,0,0,0,0,
2018,September,1,Intermediate,3,Open,0,0,0,0,
2018,September,1,Intermediate,3,Partial,0,0,0,0,
2018,September,1,Intermediate,3,Total,0,0,0,0,
2018,September,1,Arid,1,Open,0,0,0,0,
2018,September,1,Arid,1,Partial,0,0,0,0,
2018,September,1,Arid,1,Total,0,0,0,0,
2018,September,1,Arid,2,Open,0,0,0,0,
2018,September,1,Arid,2,Partial,0,0,0,0,
2018,September,1,Arid,2,Total,0,0,0,0,
2018,September,1,Arid,3,Open,0,0,0,0,
2018,September,1,Arid,3,Partial,0,0,0,0,
2018,September,1,Arid,3,Total,0,0,0,0,
2018,October,1,Arid,1,Open,0,0,0,0,
2018,October,1,Arid,1,Partial,3,2,1,0,
2018,October,1,Arid,1,Total,5,3,2,0,
2018,October,1,Arid,2,Open,2,2,0,0,
2018,October,1,Arid,2,Partial,4,2,2,0,
2018,October,1,Arid,2,Total,5,4,0,1,
2018,October,1,Arid,3,Open,0,0,0,0,
2018,October,1,Arid,3,Partial,0,0,0,0,
2018,October,1,Arid,3,Total,0,0,0,0,
2018,October,1,Intermediate,1,Total,0,0,0,0,
2018,October,1,Intermediate,1,Open,0,0,0,0,
2018,October,1,Intermediate,1,Partial,0,0,0,0,
2018,October,1,Intermediate,2,Open,6,6,0,0,
2018,October,1,Intermediate,2,Partial,4,3,1,0,
2018,October,1,Intermediate,2,Total,10,8,1,1,
2018,October,1,Intermediate,3,Open,6,6,0,0,
2018,October,1,Intermediate,3,Partial,11,15,0,1,
2018,October,1,Intermediate,3,Total,16,14,0,2,
2018,October,1,Mesic,1,Open,1,1,0,0,
2018,October,1,Mesic,1,Partial,1,0,0,0,
2018,October,1,Mesic,1,Total,1,1,0,0,
2018,October,1,Mesic,2,Open,0,0,0,0,
2018,October,1,Mesic,2,Partial,4,4,0,0,
2018,October,1,Mesic,2,Total,3,1,0,2,
2018,October,1,Mesic,3,Open,0,0,0,0,
2018,October,1,Mesic,3,Partial,2,2,0,0,
2018,October,1,Mesic,3,Total,2,1,1,0,
2018,November,1,Arid,1,Open,0,0,0,0,
2018,November,1,Arid,1,Partial,0,0,0,0,
2018,November,1,Arid,1,Total,2,2,0,0,
2018,November,1,Arid,2,Open,0,0,0,0,
2018,November,1,Arid,2,Partial,5,2,3,0,
2018,November,1,Arid,2,Total,1,1,0,0,
2018,November,1,Arid,3,Open,1,0,1,0,
2018,November,1,Arid,3,Partial,1,1,0,0,
2018,November,1,Arid,3,Total,1,0,1,0,
2018,November,1,Intermediate,1,Total,4,1,2,1,
2018,November,1,Intermediate,1,Open,0,0,0,0,
2018,November,1,Intermediate,1,Partial,0,0,0,0,
2018,November,1,Intermediate,2,Open,3,1,0,2,
2018,November,1,Intermediate,2,Partial,0,0,0,0,
2018,November,1,Intermediate,2,Total,5,4,1,0,
2018,November,1,Intermediate,3,Open,6,4,2,0,
2018,November,1,Intermediate,3,Partial,11,9,0,2,
2018,November,1,Intermediate,3,Total,13,8,2,3,
2018,November,1,Mesic,1,Open,1,1,0,0,
2018,November,1,Mesic,1,Partial,4,2,1,1,
2018,November,1,Mesic,1,Total,2,2,0,0,
2018,November,1,Mesic,2,Open,0,0,0,0,
2018,November,1,Mesic,2,Partial,1,0,1,0,
2018,November,1,Mesic,2,Total,1,1,0,0,
2018,November,1,Mesic,3,Open,1,1,0,0,
2018,November,1,Mesic,3,Partial,3,1,2,0,
2018,November,1,Mesic,3,Total,2,1,0,1,
2018,December,1,Arid,1,Open,0,0,0,0,
2018,December,1,Arid,1,Partial,0,0,0,0,
2018,December,1,Arid,1,Total,1,1,0,0,
2018,December,1,Arid,2,Open,0,0,0,0,
2018,December,1,Arid,2,Partial,1,0,1,0,
2018,December,1,Arid,2,Total,0,0,0,0,
2018,December,1,Arid,3,Open,0,0,0,0,
2018,December,1,Arid,3,Partial,1,1,0,0,
2018,December,1,Arid,3,Total,0,0,0,0,
2018,December,1,Intermediate,1,Open,1,0,1,0,
2018,December,1,Intermediate,1,Partial,5,3,2,0,
2018,December,1,Intermediate,1,Total,7,6,0,1,
2018,December,1,Intermediate,2,Open,0,0,0,0,
2018,December,1,Intermediate,2,Partial,0,0,0,0,
2018,December,1,Intermediate,2,Total,0,0,0,0,
2018,December,1,Intermediate,3,Open,1,1,0,0,
2018,December,1,Intermediate,3,Partial,0,0,0,0,
2018,December,1,Intermediate,3,Total,3,2,1,0,
2018,December,1,Mesic,1,Open,0,0,0,0,
2018,December,1,Mesic,1,Partial,1,0,1,0,
2018,December,1,Mesic,1,Total,0,0,0,0,
2018,December,1,Mesic,2,Open,0,0,0,0,
2018,December,1,Mesic,2,Partial,0,0,0,0,
2018,December,1,Mesic,2,Total,0,0,0,0,
2018,December,1,Mesic,3,Open,0,0,0,0,
2018,December,1,Mesic,3,Partial,1,1,0,0,
2018,December,1,Mesic,3,Total,0,0,0,0,
